t,S,E,I,R,D,V
336.0,107998.81174008052,6.479345469977491,19.20472505512444,883055.7491474999,8919.755041893932,0.0
336.1,107998.73795360133,6.429013733928251,19.055556913963954,883056.0197009929,8919.757774757496,0.0
336.20000000000005,107998.66474029231,6.379072983420891,18.9075473090629,883056.2881530205,8919.76048639414,0.0
336.3,107998.59209570166,6.329520181543932,18.76068724519324,883056.5545199024,8919.763176968703,0.0
336.40000000000003,107998.5200154115,6.280352314466802,18.61496779544847,883056.8188178333,8919.765846644774,0.0
336.5,107998.44849503771,6.231566391440025,18.470380101244203,883057.0810628844,8919.768495584683,0.0
336.6,107998.37753023002,6.183159444795007,18.326915372317494,883057.3412710029,8919.771123949517,0.0
336.70000000000005,107998.30711667203,6.135128529944221,18.184564886727447,883057.5994580117,8919.7737318991,0.0
336.8,107998.23725008113,6.08747072538113,18.043319990854926,883057.8556396101,8919.776319592014,0.0
336.90000000000003,107998.16792620819,6.040183132410755,17.903172098603218,883058.1098313747,8919.778887185596,0.0
337.0,107998.09914083632,5.993262874379649,17.764112689081994,883058.3620487638,8919.78143483599,0.0
337.1,107998.03088978451,5.946707099097348,17.626133313781143,883058.612307104,8919.783962698015,0.0
337.20000000000005,107997.96316890369,5.900512976157118,17.48922558867757,883058.8606216057,8919.786470925303,0.0
337.3,107997.89597407608,5.854677696501416,17.35338119295041,883059.1070073637,8919.788959670333,0.0
337.40000000000003,107997.82930121517,5.809198472421821,17.218591868980802,883059.3514793585,8919.791429084422,0.0
337.5,107997.76314626577,5.764072537559206,17.084849422352416,883059.5940524561,8919.79387931773,0.0
337.6,107997.69750520399,5.719297146903534,16.95214572185085,883059.8347414075,8919.796310519261,0.0
337.70000000000005,107997.63237403722,5.674869576794043,16.820472699464162,883060.0735608492,8919.798722836853,0.0
337.8,107997.56774880413,5.630787124919163,16.689822350382627,883060.3105253029,8919.801116417193,0.0
337.90000000000003,107997.50362557438,5.58704711006726,16.560186732259282,883060.5456491769,8919.80349140582,0.0
338.0,107997.44000044742,5.543646871413733,16.43155796306805,883060.7789467705,8919.80584794717,0.0
338.1,107997.37686955593,5.50058377076098,16.303928227740187,883061.0104322606,8919.808186184444,0.0
338.20000000000005,107997.31422906206,5.4578551900606875,16.177289770861442,883061.2401197167,8919.810506259757,0.0
338.3,107997.25207515698,5.4154585310119,16.051634895483467,883061.4680231019,8919.812808314153,0.0
338.40000000000003,107997.19040406075,5.373391215060947,15.926955963123582,883061.6941562729,8919.815092487597,0.0
338.5,107997.1292120224,5.331650683401611,15.803245393765293,883061.918532981,8919.817358918992,0.0
338.6,107997.0684953199,5.290234396974937,15.6804956658577,883062.1411668706,8919.81960774616,0.0
338.70000000000005,107997.00825026017,5.249139836469403,15.558699316316016,883062.3620714807,8919.821839105858,0.0
338.8,107996.94847317909,5.20836450232084,15.437848940521338,883062.5812602438,8919.824053133769,0.0
338.90000000000003,107996.88916044113,5.167905914481846,15.317937191636588,883062.7987464877,8919.826249964515,0.0
339.0,107996.83030843842,5.127761611761804,15.198956778625682,883063.014543439,8919.8284297317,0.0
339.1,107996.77191359371,5.08792915389897,15.080900472392798,883063.2286642117,8919.830592567789,0.0
339.20000000000005,107996.7139723571,5.0484061192690906,14.963761099025868,883063.4411218199,8919.832738604235,0.0
